id,trial_num,word1,word2,word3,word4,word5,correct_word,correct_position,response,accuracy
0oss0,32,Pucker,Keuper,Eucker,Reuspeck,Urkane,Keuper,2,0,0
0oss0,33,Spirine,Saprin,Parsin,Purin,Asprint,Purin,4,0,0
0oss0,34,Kulon,Solgun,Koskan,Soran,Klonus,Klonus,5,0,0
0oss0,35,Adept,Padet,Edapt,Epatt,Taped,Adept,1,1,1
0oss0,36,Gindelat,Tingerat,Indigenat,Nitgesaar,Ringelaar,Indigenat,3,0,0
0oss0,37,Berkizia,Brekzie,Birakize,Brikazie,Bakiria,Brekzie,2,0,0
0wpbe,1,Nale,Sahe,Nase,Nesa,Sehna,Nase,3,3,1
0wpbe,2,Funktion,Kuntion,Finzahm,Tuntion,Tunkion,Funktion,1,1,1
0wpbe,3,Struk,Streik,Sturk,Strek,Kreik,Streik,2,2,1
0wpbe,4,Kulinse,Kulerane,Kulisse,Klubihle,Kubistane,Kulisse,3,3,1
0wpbe,5,Kenekel,Gesonk,Kelume,Gelenk,Gelerge,Gelenk,4,4,1
0wpbe,6,siziol,salzahl,sozihl,sziam,sozial,sozial,5,5,1
0wpbe,7,Sympasie,Symmofeltrie,Symmantrie,Symphonie,Symplanie,Symphonie,4,4,1
0wpbe,8,Umma,Pamme,Nelle,Ampe,Amme,Amme,5,5,1
0wpbe,9,Krusse,Surke,Krustelle,Kruste,Struke,Kruste,4,4,1
0wpbe,10,Kirse,Sirke,Krise,Krospe,Serise,Krise,3,3,1
0wpbe,11,Tinxur,Kukutur,Fraktan,Tinktur,Rimsuhr,Tinktur,4,4,1
0wpbe,12,Unfision,Fudision,Infusion,Syntusion,Nuridion,Infusion,3,3,1
0wpbe,13,Feudasmus,Fonderismus,Föderalismus,Födismus,Föderasmus,Föderalismus,3,3,1
0wpbe,14,Redor,Radium,Terion,Dramin,Orakium,Radium,2,2,1
0wpbe,15,kentern,knerte,kanzen,kretern,trekern,kentern,1,1,1
0wpbe,16,Kantate,Rakante,Kenture,Krutehne,Kallara,Kantate,1,1,1
0wpbe,17,schalieren,waschieren,wakieren,schackieren,kaschieren,kaschieren,5,5,1
0wpbe,18,Tuhl,Lar,Lest,Dall,Lid,Lid,5,5,1
0wpbe,19,Dissonanz,Diskrisanz,Distranz,Dinotanz,Siodenz,Dissonanz,1,1,1
0wpbe,20,Ferindo,Inferno,Orfina,Firanetto,Imfindio,Inferno,2,2,1
0wpbe,21,Rilkiase,Kilister,Riliker,Klistier,Linkure,Klistier,4,4,1
0wpbe,22,kurinesisch,kulinarisch,kumensisch,kulissarisch,kannastrisch,kulinarisch,2,2,1
0wpbe,23,Rosto,Torso,Soro,Torgos,Tosor,Torso,2,2,1
0wpbe,24,Kleiber,Beikel,Keibel,Reikler,Biekerl,Kleiber,1,0,0
0wpbe,25,Ralke,Korre,Ruckse,Recke,Ulte,Recke,4,4,1
0wpbe,26,Lamone,Talane,Matrone,Tarone,Malonte,Matrone,3,3,1
0wpbe,27,Tuma,Umat,Maut,Taum,Muta,Maut,3,3,1
0wpbe,28,Sorekin,Sarowin,Rosakin,Narosin,Kerosin,Kerosin,5,5,1
0wpbe,29,beralen,gerältet,anälteren,untären,verbrämen,verbrämen,5,5,1
0wpbe,30,Kapaun,Paukan,Naupack,Aupeck,Ankepran,Kapaun,1,1,1
0wpbe,31,Sickaber,Bassiker,Kassiber,Sassiker,Askiber,Kassiber,3,3,1
0wpbe,32,Pucker,Keuper,Eucker,Reuspeck,Urkane,Keuper,2,1,0
0wpbe,33,Spirine,Saprin,Parsin,Purin,Asprint,Purin,4,4,1
0wpbe,34,Kulon,Solgun,Koskan,Soran,Klonus,Klonus,5,5,1
0wpbe,35,Adept,Padet,Edapt,Epatt,Taped,Adept,1,1,1
0wpbe,36,Gindelat,Tingerat,Indigenat,Nitgesaar,Ringelaar,Indigenat,3,3,1
0wpbe,37,Berkizia,Brekzie,Birakize,Brikazie,Bakiria,Brekzie,2,0,0
0y2xh,1,Nale,Sahe,Nase,Nesa,Sehna,Nase,3,3,1
0y2xh,2,Funktion,Kuntion,Finzahm,Tuntion,Tunkion,Funktion,1,1,1
0y2xh,3,Struk,Streik,Sturk,Strek,Kreik,Streik,2,2,1
0y2xh,4,Kulinse,Kulerane,Kulisse,Klubihle,Kubistane,Kulisse,3,3,1
0y2xh,5,Kenekel,Gesonk,Kelume,Gelenk,Gelerge,Gelenk,4,4,1
0y2xh,6,siziol,salzahl,sozihl,sziam,sozial,sozial,5,5,1
0y2xh,7,Sympasie,Symmofeltrie,Symmantrie,Symphonie,Symplanie,Symphonie,4,4,1
0y2xh,8,Umma,Pamme,Nelle,Ampe,Amme,Amme,5,5,1
0y2xh,9,Krusse,Surke,Krustelle,Kruste,Struke,Kruste,4,4,1
0y2xh,10,Kirse,Sirke,Krise,Krospe,Serise,Krise,3,3,1
0y2xh,11,Tinxur,Kukutur,Fraktan,Tinktur,Rimsuhr,Tinktur,4,4,1
0y2xh,12,Unfision,Fudision,Infusion,Syntusion,Nuridion,Infusion,3,3,1
0y2xh,13,Feudasmus,Fonderismus,Föderalismus,Födismus,Föderasmus,Föderalismus,3,3,1
0y2xh,14,Redor,Radium,Terion,Dramin,Orakium,Radium,2,2,1
0y2xh,15,kentern,knerte,kanzen,kretern,trekern,kentern,1,1,1
0y2xh,16,Kantate,Rakante,Kenture,Krutehne,Kallara,Kantate,1,1,1
0y2xh,17,schalieren,waschieren,wakieren,schackieren,kaschieren,kaschieren,5,5,1
0y2xh,18,Tuhl,Lar,Lest,Dall,Lid,Lid,5,5,1
0y2xh,19,Dissonanz,Diskrisanz,Distranz,Dinotanz,Siodenz,Dissonanz,1,1,1
0y2xh,20,Ferindo,Inferno,Orfina,Firanetto,Imfindio,Inferno,2,2,1
0y2xh,21,Rilkiase,Kilister,Riliker,Klistier,Linkure,Klistier,4,4,1
0y2xh,22,kurinesisch,kulinarisch,kumensisch,kulissarisch,kannastrisch,kulinarisch,2,2,1
0y2xh,23,Rosto,Torso,Soro,Torgos,Tosor,Torso,2,2,1
0y2xh,24,Kleiber,Beikel,Keibel,Reikler,Biekerl,Kleiber,1,1,1
0y2xh,25,Ralke,Korre,Ruckse,Recke,Ulte,Recke,4,4,1
0y2xh,26,Lamone,Talane,Matrone,Tarone,Malonte,Matrone,3,3,1
0y2xh,27,Tuma,Umat,Maut,Taum,Muta,Maut,3,3,1
0y2xh,28,Sorekin,Sarowin,Rosakin,Narosin,Kerosin,Kerosin,5,5,1
0y2xh,29,beralen,gerältet,anälteren,untären,verbrämen,verbrämen,5,5,1
0y2xh,30,Kapaun,Paukan,Naupack,Aupeck,Ankepran,Kapaun,1,1,1
0y2xh,31,Sickaber,Bassiker,Kassiber,Sassiker,Askiber,Kassiber,3,4,0
0y2xh,32,Pucker,Keuper,Eucker,Reuspeck,Urkane,Keuper,2,2,1
0y2xh,33,Spirine,Saprin,Parsin,Purin,Asprint,Purin,4,4,1
0y2xh,34,Kulon,Solgun,Koskan,Soran,Klonus,Klonus,5,5,1
0y2xh,35,Adept,Padet,Edapt,Epatt,Taped,Adept,1,4,0
0y2xh,36,Gindelat,Tingerat,Indigenat,Nitgesaar,Ringelaar,Indigenat,3,5,0
0y2xh,37,Berkizia,Brekzie,Birakize,Brikazie,Bakiria,Brekzie,2,2,1
18dlb,1,Nale,Sahe,Nase,Nesa,Sehna,Nase,3,3,1
18dlb,2,Funktion,Kuntion,Finzahm,Tuntion,Tunkion,Funktion,1,1,1
18dlb,3,Struk,Streik,Sturk,Strek,Kreik,Streik,2,2,1
18dlb,4,Kulinse,Kulerane,Kulisse,Klubihle,Kubistane,Kulisse,3,3,1
18dlb,5,Kenekel,Gesonk,Kelume,Gelenk,Gelerge,Gelenk,4,4,1
18dlb,6,siziol,salzahl,sozihl,sziam,sozial,sozial,5,5,1
18dlb,7,Sympasie,Symmofeltrie,Symmantrie,Symphonie,Symplanie,Symphonie,4,4,1
18dlb,8,Umma,Pamme,Nelle,Ampe,Amme,Amme,5,5,1
18dlb,9,Krusse,Surke,Krustelle,Kruste,Struke,Kruste,4,4,1
18dlb,10,Kirse,Sirke,Krise,Krospe,Serise,Krise,3,3,1
18dlb,11,Tinxur,Kukutur,Fraktan,Tinktur,Rimsuhr,Tinktur,4,4,1
18dlb,12,Unfision,Fudision,Infusion,Syntusion,Nuridion,Infusion,3,3,1
18dlb,13,Feudasmus,Fonderismus,Föderalismus,Födismus,Föderasmus,Föderalismus,3,3,1
18dlb,14,Redor,Radium,Terion,Dramin,Orakium,Radium,2,2,1
18dlb,15,kentern,knerte,kanzen,kretern,trekern,kentern,1,1,1
18dlb,16,Kantate,Rakante,Kenture,Krutehne,Kallara,Kantate,1,1,1
18dlb,17,schalieren,waschieren,wakieren,schackieren,kaschieren,kaschieren,5,5,1
18dlb,18,Tuhl,Lar,Lest,Dall,Lid,Lid,5,5,1
18dlb,19,Dissonanz,Diskrisanz,Distranz,Dinotanz,Siodenz,Dissonanz,1,1,1
18dlb,20,Ferindo,Inferno,Orfina,Firanetto,Imfindio,Inferno,2,2,1
18dlb,21,Rilkiase,Kilister,Riliker,Klistier,Linkure,Klistier,4,4,1
18dlb,22,kurinesisch,kulinarisch,kumensisch,kulissarisch,kannastrisch,kulinarisch,2,2,1
18dlb,23,Rosto,Torso,Soro,Torgos,Tosor,Torso,2,2,1
18dlb,24,Kleiber,Beikel,Keibel,Reikler,Biekerl,Kleiber,1,1,1
18dlb,25,Ralke,Korre,Ruckse,Recke,Ulte,Recke,4,0,0
18dlb,26,Lamone,Talane,Matrone,Tarone,Malonte,Matrone,3,0,0
18dlb,27,Tuma,Umat,Maut,Taum,Muta,Maut,3,3,1
18dlb,28,Sorekin,Sarowin,Rosakin,Narosin,Kerosin,Kerosin,5,5,1
18dlb,29,beralen,gerältet,anälteren,untären,verbrämen,verbrämen,5,0,0
18dlb,30,Kapaun,Paukan,Naupack,Aupeck,Ankepran,Kapaun,1,0,0
18dlb,31,Sickaber,Bassiker,Kassiber,Sassiker,Askiber,Kassiber,3,0,0
18dlb,32,Pucker,Keuper,Eucker,Reuspeck,Urkane,Keuper,2,1,0
18dlb,33,Spirine,Saprin,Parsin,Purin,Asprint,Purin,4,4,1
18dlb,34,Kulon,Solgun,Koskan,Soran,Klonus,Klonus,5,0,0
18dlb,35,Adept,Padet,Edapt,Epatt,Taped,Adept,1,0,0
18dlb,36,Gindelat,Tingerat,Indigenat,Nitgesaar,Ringelaar,Indigenat,3,0,0
18dlb,37,Berkizia,Brekzie,Birakize,Brikazie,Bakiria,Brekzie,2,0,0
1codz,1,Nale,Sahe,Nase,Nesa,Sehna,Nase,3,3,1
1codz,2,Funktion,Kuntion,Finzahm,Tuntion,Tunkion,Funktion,1,1,1
1codz,3,Struk,Streik,Sturk,Strek,Kreik,Streik,2,2,1
1codz,4,Kulinse,Kulerane,Kulisse,Klubihle,Kubistane,Kulisse,3,3,1
1codz,5,Kenekel,Gesonk,Kelume,Gelenk,Gelerge,Gelenk,4,4,1
1codz,6,siziol,salzahl,sozihl,sziam,sozial,sozial,5,5,1
1codz,7,Sympasie,Symmofeltrie,Symmantrie,Symphonie,Symplanie,Symphonie,4,4,1
1codz,8,Umma,Pamme,Nelle,Ampe,Amme,Amme,5,3,0
1codz,9,Krusse,Surke,Krustelle,Kruste,Struke,Kruste,4,4,1
1codz,10,Kirse,Sirke,Krise,Krospe,Serise,Krise,3,3,1
1codz,11,Tinxur,Kukutur,Fraktan,Tinktur,Rimsuhr,Tinktur,4,4,1
1codz,12,Unfision,Fudision,Infusion,Syntusion,Nuridion,Infusion,3,3,1
1codz,13,Feudasmus,Fonderismus,Föderalismus,Födismus,Föderasmus,Föderalismus,3,3,1
1codz,14,Redor,Radium,Terion,Dramin,Orakium,Radium,2,2,1
1codz,15,kentern,knerte,kanzen,kretern,trekern,kentern,1,1,1
1codz,16,Kantate,Rakante,Kenture,Krutehne,Kallara,Kantate,1,0,0
1codz,17,schalieren,waschieren,wakieren,schackieren,kaschieren,kaschieren,5,5,1
1codz,18,Tuhl,Lar,Lest,Dall,Lid,Lid,5,3,0
1codz,19,Dissonanz,Diskrisanz,Distranz,Dinotanz,Siodenz,Dissonanz,1,4,0
1codz,20,Ferindo,Inferno,Orfina,Firanetto,Imfindio,Inferno,2,2,1
1codz,21,Rilkiase,Kilister,Riliker,Klistier,Linkure,Klistier,4,0,0
1codz,22,kurinesisch,kulinarisch,kumensisch,kulissarisch,kannastrisch,kulinarisch,2,2,1
1codz,23,Rosto,Torso,Soro,Torgos,Tosor,Torso,2,1,0
1codz,24,Kleiber,Beikel,Keibel,Reikler,Biekerl,Kleiber,1,0,0
1codz,25,Ralke,Korre,Ruckse,Recke,Ulte,Recke,4,0,0
1codz,26,Lamone,Talane,Matrone,Tarone,Malonte,Matrone,3,1,0
1codz,27,Tuma,Umat,Maut,Taum,Muta,Maut,3,2,0
1codz,28,Sorekin,Sarowin,Rosakin,Narosin,Kerosin,Kerosin,5,5,1
1codz,29,beralen,gerältet,anälteren,untären,verbrämen,verbrämen,5,1,0
1codz,30,Kapaun,Paukan,Naupack,Aupeck,Ankepran,Kapaun,1,3,0
1codz,31,Sickaber,Bassiker,Kassiber,Sassiker,Askiber,Kassiber,3,5,0
1codz,32,Pucker,Keuper,Eucker,Reuspeck,Urkane,Keuper,2,0,0
1codz,33,Spirine,Saprin,Parsin,Purin,Asprint,Purin,4,5,0
1codz,34,Kulon,Solgun,Koskan,Soran,Klonus,Klonus,5,0,0
1codz,35,Adept,Padet,Edapt,Epatt,Taped,Adept,1,3,0
1codz,36,Gindelat,Tingerat,Indigenat,Nitgesaar,Ringelaar,Indigenat,3,0,0
1codz,37,Berkizia,Brekzie,Birakize,Brikazie,Bakiria,Brekzie,2,0,0
1eagv,1,Nale,Sahe,Nase,Nesa,Sehna,Nase,3,1,0
1eagv,2,Funktion,Kuntion,Finzahm,Tuntion,Tunkion,Funktion,1,1,1
1eagv,3,Struk,Streik,Sturk,Strek,Kreik,Streik,2,2,1
1eagv,4,Kulinse,Kulerane,Kulisse,Klubihle,Kubistane,Kulisse,3,3,1
1eagv,5,Kenekel,Gesonk,Kelume,Gelenk,Gelerge,Gelenk,4,4,1
1eagv,6,siziol,salzahl,sozihl,sziam,sozial,sozial,5,5,1
1eagv,7,Sympasie,Symmofeltrie,Symmantrie,Symphonie,Symplanie,Symphonie,4,4,1
1eagv,8,Umma,Pamme,Nelle,Ampe,Amme,Amme,5,5,1
1eagv,9,Krusse,Surke,Krustelle,Kruste,Struke,Kruste,4,4,1
1eagv,10,Kirse,Sirke,Krise,Krospe,Serise,Krise,3,3,1
1eagv,11,Tinxur,Kukutur,Fraktan,Tinktur,Rimsuhr,Tinktur,4,4,1
1eagv,12,Unfision,Fudision,Infusion,Syntusion,Nuridion,Infusion,3,3,1
1eagv,13,Feudasmus,Fonderismus,Föderalismus,Födismus,Föderasmus,Föderalismus,3,3,1
1eagv,14,Redor,Radium,Terion,Dramin,Orakium,Radium,2,2,1
1eagv,15,kentern,knerte,kanzen,kretern,trekern,kentern,1,1,1
